"SurveyID"	"CameraCondition"	"CheckDate"
"J01-LMP1-WI11"	"1"	2011-02-08
"R04-SCH1-WI11"	NA	2011-02-08
"R02-GFP1-WI11"	NA	2011-02-08
"R02-ALT1-WI11"	NA	2011-02-08
"R09-SMI1-WI11"	"1"	2011-02-10
"R07-FSP1-WI11"	"1"	2011-02-10
"S02-MCP1-WI11"	"1"	2011-02-10
"S02-CPR1-WI11"	"1"	2011-02-10
"S02-PIP1-WI11"	"1"	2011-02-10
"S03-WAP1-WI11"	"1"	2011-02-10
"S03-ARP1-WI11"	"1"	2011-02-10
"S03-VIP1-WI11"	"1"	2011-02-10
"S03-LCP1-WI11"	"1"	2011-02-10
"S04-SSP1-WI11"	"1"	2011-02-10
"S04-VFP1-WI11"	"4"	2011-02-10
"S04-WEP1-WI11"	"1"	2011-02-10
"R05-FMG1-WI11"	"1"	2011-02-22
"S02-MCP1-WI11"	"2"	2011-02-22
"R03-AUP1-WI11"	"2"	2011-02-23
"D04-FGP1-WI11"	"2"	2011-02-07
"D04-FGP1-WI11"	"2"	2011-02-25
"D04-DNP1-WI11"	"1"	2011-02-07
"D04-DNP1-WI11"	"1"	2011-02-25
"D02-RCP1-WI11"	"2"	2011-02-07
"D02-RCP1-WI11"	"2"	2011-02-25
"D02-MOP1-WI11"	"2"	2011-02-07
"D02-MOP1-WI11"	"2"	2011-02-25
"J01-SKP1-WI11"	"2"	2011-02-07
"J01-SKP1-WI11"	"1"	2011-02-23
"D02-SCP1-SP11"	"1"	2011-04-21
"R10-FRM1-WI11"	"1"	2011-02-22
"R10-FRM1-SP11"	"1"	2011-04-20
"R10-FRM2-WI11"	"1"	2011-02-22
"R10-FRM2-SP11"	NA	2011-04-20
"R10-WCP2-WI11"	"2"	2011-02-22
"R10-WCP2-SP11"	NA	2011-04-20
"R10-WDW1-WI11"	"1"	2011-02-22
"R10-WDW1-SP11"	NA	2011-04-20
"R09-CTG3-WI11"	NA	2011-02-22
"R09-CTG3-SP11"	NA	2011-04-20
"R09-BLW1-WI11"	"2"	2011-02-22
"R09-BLW1-SP11"	NA	2011-04-20
"R09-LIM2-WI11"	NA	2011-02-22
"R09-LIM2-WI11"	"1"	2011-03-02
"R09-LIM2-SP11"	NA	2011-04-20
"R09-SMI1-WI11"	"1"	2011-02-22
"R09-SMI1-SP11"	NA	2011-04-20
"R08-WBK1-WI11"	"1"	2011-02-23
"R08-WBK1-SP11"	NA	2011-04-20
"R08-VLG1-WI11"	"1"	2011-02-23
"R08-VLG1-SP11"	NA	2011-04-19
"R08-DAP1-SP11"	NA	2011-04-19
"R08-PAP1-SP11"	NA	2011-04-19
"R07-GOF1-WI11"	NA	2011-02-23
"R07-GOF1-SP11"	NA	2011-04-19
"R07-YHR1-WI11"	"2"	2011-02-23
"R07-YHR1-SP11"	NA	2011-04-19
"R07-MMP1-WI11"	"2"	2011-02-23
"R07-MMP1-SP11"	NA	2011-04-19
"R07-FSP1-WI11"	"1"	2011-02-23
"R07-FSP1-SP11"	NA	2011-04-19
"R06-SLT1-WI11"	NA	2011-02-23
"R06-SLT1-SP11"	NA	2011-04-19
"R06-SLT2-WI11"	"2"	2011-02-23
"R06-YOW1-WI11"	"1"	2011-02-23
"R06-YOW1-WI11"	NA	NA
"R05-FMG1-WI11"	"1"	2011-03-16
"R05-FMG1-SP11"	"1"	2011-04-20
"R05-GOC1-WI11"	"1"	2011-02-23
"R05-GOC1-SP11"	NA	2011-04-20
"R05-STP1-SP11"	NA	2011-04-20
"R04-SCH1-WI11"	"1"	2011-02-23
"R04-SCH1-SP11"	NA	2011-04-20
"R04-MMW1-WI11"	"1"	2011-02-23
"R04-MMW1-SP11"	NA	2011-04-20
"R03-EUC1-SP11"	NA	2011-04-21
"R03-MAP1-SP11"	NA	2011-04-21
"R03-CPG1-WI11"	"1"	2011-02-23
"R03-CPG1-SP11"	NA	2011-04-21
"R03-AUP1-SP11"	NA	2011-04-21
"R02-GFP1-WI11"	"1"	2011-02-23
"R02-FRP1-WI11"	"1"	2011-02-23
"R02-GFP1-SP11"	NA	2011-04-21
"R02-FRP1-SP11"	NA	2011-04-21
"R02-DPG1-WI11"	"1"	2011-02-23
"R02-DPG1-SP11"	NA	2011-04-21
"R02-ALT1-WI11"	"1"	2011-02-23
"R02-ALT1-SP11"	NA	2011-04-21
"D10-KEM1-WI11"	"1"	2011-02-24
"D10-VHC1-WI11"	"1"	2011-02-24
"D10-VHC1-SP11"	NA	2011-04-18
"D10-CAN1-SP11"	NA	2011-04-18
"D10-MAC1-SP11"	NA	2011-04-18
"D09-RYW1-SP11"	NA	2011-04-18
"D09-CLG1-WI11"	NA	2011-02-24
"D09-CLG1-WI11"	"1"	2011-03-02
"D09-CLG1-SP11"	NA	2011-04-18
"D09-VTC1-WI11"	"1"	2011-02-24
"D09-VTC1-SP11"	NA	2011-04-18
"D09-BON2-WI11"	"1"	2011-02-24
"D08-CCC1-WI11"	"2"	2011-02-24
"D08-CCC1-SP11"	NA	2011-04-18
"D08-DAW2-WI11"	"1"	2011-02-24
"D08-DAW2-SP11"	NA	2011-04-18
"D08-DAW1-WI11"	"1"	2011-02-24
"D08-DAW1-SP11"	NA	2011-04-19
"D07-NOC1-WI11"	"1"	2011-02-27
"D07-NOC1-SP11"	NA	2011-04-18
"R06-SLT2-SP11"	NA	2011-04-19
"R06-YOW1-SP11"	NA	2011-04-19
"R06-OTB1-SP11"	NA	2011-04-19
"D07-BEC1-WI11"	NA	2011-02-24
"D07-BEC1-WI11"	"1"	2011-03-02
"D07-BEC1-SP11"	"1"	2011-04-19
"D07-PLN1-WI11"	"2"	2011-02-24
"D06-KCG1-WI11"	"2"	2011-02-24
"D06-KCG1-SP11"	NA	2011-04-18
"D05-MIA1-WI11"	"1"	2011-02-24
"D05-MIA1-SP11"	NA	2011-04-18
"D05-PRC1-WI11"	"1"	2011-02-24
"D05-PRC1-SP11"	NA	2011-04-18
"D05-BRP1-WI11"	"1"	2011-02-24
"D05-BRP1-SP11"	NA	2011-04-18
"D05-MHC1-SP11"	NA	2011-01-25
"D05-MHC1-SP11"	"3"	2011-02-24
"D04-RDP1-WI11"	"1"	2011-02-07
"D04-RDP1-WI11"	"1"	2011-02-25
"D04-RDP1-SP11"	NA	2011-04-19
"D04-EDW3-SP11"	NA	2011-04-19
"D04-EDW2-WI11"	"1"	2011-02-24
"D04-FGP1-SP11"	NA	2011-04-19
"D04-DNP1-SP11"	NA	2011-04-19
"D03-AMP1-WI11"	"1"	2011-02-07
"D03-AMP1-WI11"	"1"	2011-02-25
"D03-AMP1-SP11"	NA	2011-04-19
"D03-MFP1-WI11"	"1"	2011-02-07
"D03-MFP1-WI11"	"1"	2011-02-25
"D03-MFP1-SP11"	NA	2011-04-19
"D03-CHP1-WI11"	"1"	2011-02-07
"D03-CHP1-WI11"	"1"	2011-02-25
"D03-CHP1-SP11"	NA	2011-04-19
"D03-AFP1-WI11"	"1"	2011-02-07
"D03-AFP1-WI11"	"3"	2011-02-25
"D03-AFP1-SP11"	NA	2011-04-19
"D02-RCP1-SP11"	NA	2011-04-19
"D02-MOP1-SP11"	NA	2011-04-21
"D02-HUP1-WI11"	"2"	2011-02-07
"D02-HUP1-WI11"	"1"	2011-02-25
"D02-HUP1-SP11"	NA	2011-04-21
"S10-ILC1-WI11"	"1"	2011-02-22
"S10-ILC1-SP11"	NA	2011-04-18
"S10-LPC1-WI11"	"2"	2011-02-22
"S10-LPC1-SP11"	NA	2011-04-18
"S10-LPP1-SP11"	NA	2011-04-18
"S09-VTW1-WI11"	"1"	2011-02-22
"S09-VTW1-SP11"	NA	2011-04-18
"S09-ILC1-WI11"	NA	2011-02-22
"S09-ILC1-WI11"	"1"	2011-03-02
"S09-ILC1-SP11"	NA	2011-04-18
"S09-KTP1-WI11"	"1"	2011-02-22
"S09-KTP1-SP11"	NA	2011-04-18
"S09-SMC1-WI11"	"1"	2011-02-22
"S09-SMC1-SP11"	NA	2011-04-18
"S07-WGL1-WI11"	"2"	2011-02-22
"S07-WGL2-SP11"	NA	2011-04-18
"S08-WGL1-WI11"	"2"	2011-02-22
"S08-WGL1-SP11"	NA	2011-04-18
"S08-WEG2-WI11"	"1"	2011-02-22
"S08-WGL2-SP11"	NA	2011-04-18
"S07-SAG1-WI11"	"2"	2011-02-22
"S07-SAG1-SP11"	NA	2011-04-18
"S06-CBW1-WI11"	"1"	2011-02-22
"S06-CBW1-SP11"	NA	2011-04-18
"S05-SFP1-SP11"	NA	2011-04-18
"S05-LNC1-WI11"	"1"	2011-02-22
"S05-LNC1-SP11"	NA	2011-04-18
"S04-OTW1-WI11"	"1"	2011-02-22
"S04-OTW1-SP11"	NA	2011-04-18
"S04-SSP1-WI11"	"1"	2011-02-22
"S04-SSP1-SP11"	NA	2011-04-20
"S04-VFP1-WI11"	"2"	2011-02-22
"S04-VFP1-SP11"	NA	2011-04-20
"S04-WEP1-WI11"	"3"	2011-02-22
"S04-WEP1-SP11"	NA	2011-04-20
"S03-VIP1-WI11"	"1"	2011-02-22
"S03-VIP1-SP11"	NA	2011-04-20
"S03-LCP1-WI11"	"2"	2011-02-22
"S03-LCP1-SP11"	NA	2011-04-20
"S03-ARP1-WI11"	"1"	2011-02-22
"S03-ARP1-SP11"	NA	2011-04-20
"S03-WAP1-WI11"	"1"	2011-02-22
"S02-PIP1-WI11"	"1"	2011-02-22
"S02-PIP1-SP11"	NA	2011-04-20
"S02-MCP1-SP11"	NA	2011-04-20
"S02-CPR1-WI11"	"1"	2011-02-22
"S02-CPR1-SP11"	NA	2011-04-20
"S02-BRI1-SP11"	NA	2011-04-20
"J01-SKP1-SP11"	NA	2011-04-20
"J01-SEP1-WI11"	"1"	2011-02-07
"J01-SEP1-WI11"	"1"	2011-02-23
"J01-SEP1-SP11"	NA	2011-04-20
"J01-CLP1-WI11"	"2"	2011-02-07
"J01-CLP1-WI11"	"2"	2011-02-23
"J01-CLP1-SP11"	NA	2011-04-20
"J01-LMP1-WI11"	"1"	2011-02-23
"J01-LMP1-SP11"	NA	2011-04-20
"R02-ALT1-SP11"	"2"	2011-05-05
"R02-GFP1-SP11"	"5"	2011-05-05
"R02-FRP1-SP11"	"3"	2011-05-05
"R02-DPG1-SP11"	"1"	2011-05-05
"R03-CPG1-SP11"	"1"	2011-05-04
"R03-AUP1-SP11"	"1"	2011-05-04
"R03-MAP1-SP11"	"1"	2011-05-04
"R03-EUC1-SP11"	"1"	2011-05-04
"R04-MMW1-SP11"	"1"	2011-05-04
"R04-SCH1-SP11"	"1"	2011-05-04
"R05-STP1-SP11"	"1"	2011-05-04
"R05-GOC1-SP11"	"2"	2011-05-04
"R05-FMG1-SP11"	"1"	2011-05-04
"R06-YOW1-SP11"	"1"	2011-05-04
"R06-SLT1-SP11"	"1"	2011-05-04
"R06-SLT2-SP11"	"1"	2011-05-04
"R07-GOF1-SP11"	"1"	2011-05-04
"R07-MMP1-SP11"	"3"	2011-05-04
"R07-YHR1-SP11"	"1"	2011-05-04
"R07-FSP1-SP11"	"1"	2011-05-04
"D02-MOP1-SP11"	"1"	2011-05-03
"D02-HUP1-SP11"	"1"	2011-05-03
"D02-SCP1-SP11"	"1"	2011-05-03
"D02-RCP1-SP11"	"3"	2011-05-03
"D03-AFP1-SP11"	"1"	2011-05-03
"D03-CHP1-SP11"	"1"	2011-05-03
"D03-MFP1-SP11"	"1"	2011-05-03
"D03-AMP1-SP11"	"1"	2011-05-03
"D04-DNP1-SP11"	"1"	2011-05-03
"D04-FGP1-SP11"	"3"	2011-05-03
"D04-RDP1-SP11"	"1"	2011-05-03
"D04-EDW3-SP11"	"3"	2011-05-03
"D05-BRP1-SP11"	"1"	2011-05-02
"D05-MIA1-SP11"	"1"	2011-05-02
"D05-PRC1-SP11"	"2"	2011-05-02
"D06-KCG1-SP11"	"1"	2011-05-02
"D07-NOC1-SP11"	"1"	2011-05-02
"D07-BEC1-SP11"	"1"	2011-05-02
"D08-DAW2-SP11"	"1"	2011-05-02
"D08-DAW1-SP11"	"2"	2011-05-02
"D08-CCC1-SP11"	"1"	2011-05-02
"D09-CLG1-SP11"	NA	2011-05-02
"D09-VTC1-SP11"	"1"	2011-05-02
"D09-RYW1-SP11"	"1"	2011-05-02
"D10-VHC1-SP11"	"2"	2011-05-02
"D10-CAN1-SP11"	NA	2011-05-02
"D10-MAC1-SP11"	"2"	2011-05-02
"R08-WBK1-SP11"	"1"	2011-05-04
"R08-PAP1-SP11"	"1"	2011-05-04
"R08-VLG1-SP11"	"1"	2011-05-04
"R08-DAP1-SP11"	"1"	2011-05-04
"R09-BLW1-SP11"	"1"	2011-05-04
"R09-LIM2-SP11"	"1"	2011-05-04
"R09-SMI1-SP11"	"2"	2011-05-04
"R09-CTG3-SP11"	"1"	2011-05-04
"R10-WDW1-SP11"	"1"	2011-05-04
"R10-WCP2-SP11"	"1"	2011-05-04
"R10-FRM1-SP11"	"1"	2011-05-04
"R10-FRM2-SP11"	"1"	2011-05-04
"J01-LMP1-SP11"	"2"	2011-05-04
"J01-SKP1-SP11"	"1"	2011-05-03
"J01-SEP1-SP11"	"1"	2011-05-03
"J01-CLP1-SP11"	"1"	2011-05-03
"S02-PIP1-SP11"	"1"	2011-05-04
"S02-CPR1-SP11"	"1"	2011-05-04
"S02-MCP1-SP11"	"2"	2011-05-04
"S02-BRI1-SP11"	"1"	2011-05-04
"S03-WAP1-SP11"	"1"	2011-04-20
"S03-WAP1-SP11"	"1"	2011-05-03
"S03-VIP1-SP11"	"1"	2011-05-04
"S03-LCP1-SP11"	"1"	2011-05-04
"S04-SSP1-SP11"	"2"	2011-05-03
"S04-VFP1-SP11"	"2"	2011-05-03
"S04-WEP1-SP11"	"1"	2011-05-04
"S03-ARP1-SP11"	"1"	2011-05-04
"S04-OTW1-SP11"	"1"	2011-05-03
"S05-SFP1-SP11"	"1"	2011-05-03
"S05-LNC1-SP11"	"1"	2011-05-03
"S06-CBW1-SP11"	"1"	2011-05-03
"S07-SAG1-SP11"	"1"	2011-05-03
"S07-WGL2-SP11"	"1"	2011-05-03
"S08-WGL1-SP11"	"1"	2011-05-03
"S08-WGL2-SP11"	"1"	2011-05-03
"S09-SMC1-SP11"	"1"	2011-05-03
"S09-VTW1-SP11"	"1"	2011-05-03
"S09-KTP1-SP11"	"1"	2011-05-03
"S10-LPP1-SP11"	"5"	2011-05-03
"S10-ILC1-SP11"	"1"	2011-05-03
"S10-LPC1-SP11"	"1"	2011-05-03
"S09-ILC1-SP11"	"1"	2011-05-03
"S02-BRI1-SP11"	"1"	2011-05-16
"S02-PIP1-SP11"	"1"	2011-05-16
"S02-CPR1-SP11"	"1"	2011-05-16
"S02-MCP1-SP11"	"2"	2011-05-16
"S03-VIP1-SP11"	"1"	2011-05-16
"S03-ARP1-SP11"	"1"	2011-05-16
"S03-WAP1-SP11"	"1"	2011-05-16
"S03-LCP1-SP11"	"1"	2011-05-16
"S04-VFP1-SP11"	"3"	2011-05-16
"S04-WEP1-SP11"	"1"	2011-05-16
"S04-SSP1-SP11"	"1"	2011-05-16
"S04-OTW1-SP11"	"2"	2011-05-16
"S05-SFP1-SP11"	"1"	2011-05-16
"S05-LNC1-SP11"	"1"	2011-05-16
"S06-CBW1-SP11"	"1"	2011-05-16
"S07-SAG1-SP11"	NA	2011-05-16
"S07-WGL2-SP11"	"1"	2011-05-16
"S08-WGL1-SP11"	"1"	2011-05-16
"S08-WGL2-SP11"	"1"	2011-05-16
"S09-SMC1-SP11"	"1"	2011-05-16
"S09-KTP1-SP11"	"1"	2011-05-16
"S09-VTW1-SP11"	"1"	2011-05-16
"S10-LPP1-SP11"	"5"	2011-05-16
"S10-ILC1-SP11"	"1"	2011-05-16
"S09-ILC1-SP11"	"1"	2011-05-16
"S10-LPC1-SP11"	"1"	2011-05-16
"R10-WCP2-SP11"	"2"	2011-05-16
"R10-WDW1-SP11"	"1"	2011-05-16
"R09-CTG3-SP11"	"1"	2011-05-16
"R08-WBK1-SP11"	"1"	2011-05-16
"R08-PAP1-SP11"	"1"	2011-05-16
"R08-VLG1-SP11"	"1"	2011-05-16
"R08-DAP1-SP11"	"1"	2011-05-16
"R09-BLW1-SP11"	"1"	2011-05-16
"R09-LIM2-SP11"	"1"	2011-05-16
"R09-SMI1-SP11"	"1"	2011-05-16
"R10-FRM1-SP11"	"1"	2011-05-16
"R10-FRM2-SP11"	"1"	2011-05-16
"D04-DNP1-SP11"	"1"	2011-05-16
"D04-FGP1-SP11"	"1"	2011-05-16
"D04-RDP1-SP11"	"1"	2011-05-06
"D04-EDW3-SP11"	"3"	2011-05-16
"D05-MIA1-SP11"	"1"	2011-05-16
"D05-BRP1-SP11"	"1"	2011-05-16
"D05-PRC1-SP11"	"2"	2011-05-16
"D07-NOC1-SP11"	"1"	2011-05-16
"D06-KCG1-SP11"	"1"	2011-05-16
"D07-BEC1-SP11"	"1"	2011-05-16
"D08-CCC1-SP11"	"1"	2011-05-16
"D08-DAW1-SP11"	"1"	2011-05-16
"D08-DAW2-SP11"	"1"	2011-05-16
"D09-RYW1-SP11"	"1"	2011-05-16
"D09-CLG1-SP11"	"1"	2011-05-16
"D09-VTC1-SP11"	"1"	2011-05-16
"D10-MAC1-SP11"	"1"	2011-05-16
"D10-CAN1-SP11"	"1"	2011-05-16
"D10-VHC1-SP11"	"2"	2011-05-16
"J01-LMP1-SP11"	"2"	2011-05-16
"D02-SCP1-SP11"	"1"	2011-05-18
"R07-GOF1-SP11"	"1"	2011-05-17
"R07-FSP1-SP11"	"1"	2011-05-17
"J01-CLP1-SP11"	"1"	2011-05-17
"J01-SEP1-SP11"	"1"	2011-05-17
"J01-SKP1-SP11"	"1"	2011-05-17
"D02-HUP1-SP11"	"2"	2011-05-18
"D02-MOP1-SP11"	"1"	2011-05-18
"D02-RCP1-SP11"	"1"	2011-05-18
"D03-AFP1-SP11"	"1"	2011-05-18
"D03-CHP1-SP11"	"1"	2001-05-18
"D03-MFP1-SP11"	"1"	2011-05-18
"D03-AMP1-SP11"	"2"	2011-05-18
"R07-MMP1-SP11"	"1"	2011-05-17
"R07-YHR1-SP11"	"1"	2011-05-17
"R06-OTB1-SP11"	"1"	2011-05-04
"R06-OTB1-SP11"	"1"	2011-05-17
"R06-SLT1-SP11"	"1"	2011-05-17
"R06-SLT2-SP11"	"1"	2011-05-17
"R06-YOW1-SP11"	"1"	2011-05-17
"R05-FMG1-SP11"	"1"	2011-05-17
"R05-GOC1-SP11"	"2"	2011-05-17
"R05-STP1-SP11"	"1"	2011-05-17
"R04-SCH1-SP11"	"1"	2011-05-17
"R04-MMW1-SP11"	"1"	2011-05-17
"R03-MAP1-SP11"	"1"	2011-05-17
"R03-EUC1-SP11"	"1"	2011-05-17
"R03-AUP1-SP11"	"1"	2011-05-17
"R03-CPG1-SP11"	"1"	2011-05-17
"R02-FRP1-SP11"	"1"	2011-05-17
"R02-DPG1-SP11"	"1"	2011-05-17
"R02-ALT1-SP11"	"1"	2011-05-17
"S10-LPP2-SU11"	NA	2011-07-11
"D07-ASC1-SU11"	NA	2011-07-12
"D05-ADC1-SU11"	NA	2011-07-12
"R07-FSP1-SU11"	NA	2011-07-13
"R07-MMP1-SU11"	NA	2011-07-13
"R07-GOF1-SU11"	NA	2011-07-13
"R08-PAP1-SU11"	NA	2011-07-13
"R08-VLG1-SU11"	NA	2011-07-13
"R08-WBK1-SU11"	NA	2011-07-13
"R08-DAP1-SU11"	NA	2011-07-13
"R09-LIM1-SU11"	NA	2011-07-13
"R10-FRM1-SU11"	NA	2011-07-13
"R10-FRM2-SU11"	NA	2011-07-13
"R10-WCP1-SU11"	NA	2011-07-13
"R10-WDW1-SU11"	NA	2011-07-13
"R09-BLW1-SU11"	NA	2011-07-13
"R09-SMI1-SU11"	NA	2011-07-13
"D04-FGP1-SU11"	NA	2011-07-12
"D03-AMP1-SU11"	NA	2011-07-12
"D03-MFP1-SU11"	NA	2011-07-12
"D03-CHP1-SU11"	NA	2011-07-12
"D03-AFP1-SU11"	NA	2011-07-12
"D04-EDW3-SU11"	NA	2011-07-12
"D04-RDP1-SU11"	NA	2011-07-12
"D04-DNP1-SU11"	NA	2011-07-12
"D05-PRC1-SU11"	NA	2011-07-12
"D05-MIA1-SU11"	NA	2011-07-12
"D05-BRP1-SU11"	NA	2011-07-12
"D02-RCP1-SU11"	NA	2011-07-12
"D02-SCP1-SU11"	NA	2011-07-12
"D02-MOP1-SU11"	NA	2011-07-12
"D02-HUP1-SU11"	NA	2011-07-12
"D06-KCG1-SU11"	NA	2011-07-11
"D07-NOC1-SU11"	NA	2011-07-11
"D07-BEC1-SU11"	NA	2011-07-11
"D08-DAW2-SU11"	NA	2011-07-11
"D08-DAW1-SU11"	NA	2011-07-11
"D08-CCC1-SU11"	NA	2011-07-11
"D09-CLG1-SU11"	NA	2011-07-11
"D09-RYW1-SU11"	NA	2011-07-11
"D09-VTC1-SU11"	NA	2011-07-11
"D10-CAN1-SU11"	NA	2011-07-11
"D10-VHC1-SU11"	NA	2011-07-11
"D10-MAC1-SU11"	NA	2011-07-11
"S05-RES1-SU11"	NA	2011-07-13
"R05-MTC1-SU11"	NA	2011-07-12
"R06-OTB1-SU11"	NA	2011-07-12
"J01-SEP1-SU11"	NA	2011-07-13
"J01-SKP1-SU11"	NA	2011-07-13
"S03-LCP1-SU11"	NA	2011-07-13
"S04-WEP1-SU11"	NA	2011-07-13
"S03-VIP1-SU11"	NA	2011-07-13
"S03-ARP1-SU11"	NA	2011-07-13
"S03-WAP1-SU11"	NA	2011-07-13
"S02-PIP1-SU11"	NA	2011-07-13
"S02-BRI1-SU11"	NA	2011-07-13
"S02-MCP1-SU11"	NA	2011-07-13
"S02-CPR1-SU11"	NA	2011-07-13
"J01-LMP1-SU11"	NA	2011-07-13
"R07-YHR1-SU11"	NA	2011-07-12
"R06-SLT1-SU11"	NA	2011-07-12
"R06-SLT2-SU11"	NA	2011-07-12
"R06-YOW1-SU11"	NA	2011-07-12
"R05-FMG1-SU11"	"1"	2011-07-12
"R05-GOC1-SU11"	NA	2011-07-12
"R05-STP1-SU11"	NA	2011-07-12
"R04-SCH1-SU11"	NA	2011-07-12
"R04-MMW1-SU11"	NA	2011-07-12
"R03-MAP1-SU11"	NA	2011-07-12
"R03-EUC1-SU11"	NA	2011-07-12
"R03-AUP1-SU11"	NA	2011-07-12
"R03-CPG1-SU11"	NA	2011-07-12
"R02-DPG1-SU11"	NA	2011-07-12
"R02-ALT1-SU11"	NA	2011-07-12
"R02-FRP1-SU11"	NA	2011-07-12
"S10-LPC1-SU11"	NA	2011-07-11
"S04-VFP1-SU11"	NA	2011-07-11
"S04-OTW1-SU11"	NA	2011-07-11
"S05-SFP1-SU11"	"1"	2011-07-11
"S05-LNC1-SU11"	NA	2011-07-11
"S06-CBW1-SU11"	NA	2011-07-11
"S07-SAG1-SU11"	NA	2011-07-11
"S07-WGL2-SU11"	NA	2011-07-11
"S04-SSP1-SU11"	NA	2011-07-11
"S09-VTW1-SU11"	NA	2011-07-11
"S09-KTP1-SU11"	NA	2011-07-11
"S09-SMC1-SU11"	NA	2011-07-11
"S09-ILC1-SU11"	NA	2011-07-11
"S10-ILC1-SU11"	NA	2011-07-11
"S07-STJ1-SU11"	NA	2011-07-13
"S08-WGL1-SU11"	NA	2011-07-11
"S08-WGL2-SU11"	NA	2011-07-11
"R07-MMP1-SU11"	"1"	2011-07-27
"R07-FSP1-SU11"	"1"	2011-07-27
"R07-GOF1-SU11"	"1"	2011-07-27
"R08-WBK1-SU11"	"1"	2011-07-27
"R08-VLG1-SU11"	"1"	2011-07-27
"R08-PAP1-SU11"	"1"	2011-07-27
"R08-DAP1-SU11"	"1"	2011-07-27
"R09-SMI1-SU11"	"1"	2011-07-27
"R09-LIM1-SU11"	"1"	2011-07-27
"R09-BLW1-SU11"	"2"	2011-07-27
"R10-WDW1-SU11"	"1"	2011-07-27
"R10-WCP1-SU11"	"2"	2011-07-27
"R10-FRM2-SU11"	"2"	2011-07-27
"R10-FRM1-SU11"	"1"	2011-07-27
"J01-CLP1-SU11"	NA	2011-07-26
"J01-SEP1-SU11"	"1"	2011-07-26
"J01-SKP1-SU11"	"1"	2011-07-26
"D04-EDW3-SU11"	"1"	2011-07-26
"D04-RDP1-SU11"	"1"	2011-07-26
"D04-FGP1-SU11"	"3"	2011-07-26
"D04-DNP1-SU11"	"3"	2011-07-26
"D03-AMP1-SU11"	"3"	2011-07-26
"D03-MFP1-SU11"	"4"	2011-07-26
"D03-CHP1-SU11"	"1"	2011-07-26
"D03-AFP1-SU11"	"1"	2011-07-26
"D02-RCP1-SU11"	"1"	2011-07-26
"D02-MOP1-SU11"	"3"	2011-07-26
"D02-HUP1-SU11"	"1"	2011-07-26
"D02-SCP1-SU11"	"1"	2011-07-26
"D05-ADC1-SU11"	"1"	2011-07-25
"D05-BRP1-SU11"	"1"	2011-07-25
"D05-MIA1-SU11"	"1"	2011-07-25
"D05-PRC1-SU11"	"1"	2011-07-25
"D07-ASC1-SU11"	"1"	2011-07-25
"D07-NOC1-SU11"	"1"	2011-07-25
"D06-KCG1-SU11"	"1"	2011-07-25
"D07-BEC1-SU11"	"1"	2011-07-25
"D08-DAW2-SU11"	"1"	2011-07-25
"D08-DAW1-SU11"	"1"	2011-07-25
"D08-CCC1-SU11"	"4"	2011-08-08
"D09-RYW1-SU11"	"1"	2011-07-25
"D09-CLG1-SU11"	NA	2011-07-25
"D09-VTC1-SU11"	"1"	2011-07-25
"D10-VHC1-SU11"	"1"	2011-07-25
"D10-CAN1-SU11"	"1"	2011-07-25
"D10-MAC1-SU11"	"1"	2011-07-25
"R03-MAP1-SU11"	"1"	2011-07-27
"R04-MMW1-SU11"	"1"	2011-07-26
"R04-SCH1-SU11"	"1"	2011-07-26
"R05-STP1-SU11"	"1"	2011-07-26
"R05-GOC1-SU11"	"3"	2011-07-26
"R05-MTC1-SU11"	"1"	2011-07-26
"R05-FMG1-SU11"	"1"	2011-07-26
"R06-SLT1-SU11"	"1"	2011-07-26
"R06-YOW1-SU11"	"1"	2011-07-26
"R06-SLT2-SU11"	"1"	2011-07-26
"R06-OTB1-SU11"	"1"	2011-07-26
"R07-YHR1-SU11"	"1"	2011-07-26
"R02-ALT1-SU11"	"1"	2011-07-27
"R02-DPG1-SU11"	"1"	2011-07-27
"R02-FRP1-SU11"	"3"	2011-07-27
"R03-CPG1-SU11"	"1"	2011-07-27
"R03-AUP1-SU11"	"1"	2011-07-27
"R03-EUC1-SU11"	"1"	2011-07-27
"J01-LMP1-SU11"	"1"	2011-07-26
"S10-LPC1-SU11"	"1"	2011-07-25
"S09-VTW1-SU11"	"1"	2011-07-25
"S09-KTP1-SU11"	"1"	2011-07-25
"S09-SMC1-SU11"	"1"	2011-07-25
"S07-SAG1-SU11"	"1"	2011-07-25
"S06-CBW1-SU11"	"1"	2011-08-15
"S07-STJ1-SU11"	"1"	2011-07-25
"S05-RES1-SU11"	"1"	2011-07-25
"S05-LNC1-SU11"	"1"	2011-07-25
"S05-SFP1-SU11"	"1"	2011-07-25
"S04-OTW1-SU11"	"1"	2011-07-25
"S04-SSP1-SU11"	"1"	2011-07-25
"S04-VFP1-SU11"	"3"	2011-07-25
"S04-WEP1-SU11"	"3"	2011-07-25
"S02-CPR1-SU11"	"1"	2011-07-25
"S02-MCP1-SU11"	"3"	2011-07-26
"S02-BRI1-SU11"	"1"	2011-07-26
"S02-PIP1-SU11"	"1"	2011-07-26
"S03-WAP1-SU11"	"1"	2011-07-26
"S03-ARP1-SU11"	"1"	2011-07-26
"S03-VIP1-SU11"	"1"	2011-07-26
"S03-LCP1-SU11"	"3"	2011-07-26
"S07-WGL2-SU11"	"1"	2011-07-25
"S08-WGL1-SU11"	"1"	2011-07-25
